,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
9504,ID_SFNKQX3,2010-02-15,2011-02-14,Female,42.0,2010-02-15,1,Saloon,Black,TOYOTA,Ojodu,Lagos,Car Classic,0
9505,ID_SFQU5O1,2010-09-24,2011-09-23,Male,44.0,2010-09-24,2,,,Hyundai,Victoria Island,Lagos,Car Classic,0
9506,ID_SG3YTXI,2010-08-01,2011-07-26,Male,,2010-08-01,1,,,nan,Victoria Island,Lagos,CVTP,1
9507,ID_SG5QIAF,2010-05-13,2011-05-12,Female,28.0,2010-05-13,1,Saloon,Grey,TOYOTA,,,Car Classic,0
9508,ID_SG7Y0H7,2010-04-04,2011-04-03,Male,57.0,2010-04-04,1,,,Range Rover,Victoria Island,Lagos,Car Classic,0
9509,ID_SG984X3,2010-07-27,2011-06-14,Male,20.0,2010-07-27,1,,,Iveco,Abeokuta,Ogun,CVTP,1
9510,ID_SGC7HKS,2010-07-23,2011-07-22,Male,40.0,2010-07-23,1,Saloon,,Honda,,,CarSafe,0
9511,ID_SGCPW54,2010-07-23,2011-07-22,Male,32.0,2010-07-23,1,,White,TOYOTA,Lekki,Lagos,Car Classic,0
9512,ID_SGEYONG,2010-04-26,2011-04-25,Male,38.0,2010-04-26,1,JEEP,Black,Land Rover,Ilupeju,Lagos,Car Classic,0
9513,ID_SGJ94ZH,2010-05-20,2011-05-19,Female,62.0,2010-05-20,1,JEEP,Green,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
9514,ID_SGR7LPP,2010-12-06,2011-12-05,Male,44.0,2010-12-06,1,,,nan,,,Car Classic,0
9515,ID_SGUHRZR,2010-01-02,2011-01-01,Male,25.0,2010-01-02,1,Saloon,,Honda,,,CarSafe,0
9516,ID_SH7EGLK,2010-01-11,2011-01-10,Male,68.0,2010-01-11,2,JEEP,Black,Mitsubishi,,,Car Plus,0
9517,ID_SHE0IZW,2010-05-08,2011-05-07,Male,44.0,2010-05-08,1,Bus,Red,Honda,,,Car Classic,0
9518,ID_SHGJXSL,2010-04-23,2011-04-22,Male,31.0,2010-04-23,1,Saloon,,Hyundai,,,CarSafe,0
9519,ID_SHGXBI8,2010-06-27,2011-06-26,Female,37.0,2010-06-27,1,Saloon,Black,TOYOTA,,,Car Classic,0
9520,ID_SHK2M1L,2010-08-30,2011-08-29,Female,37.0,2010-08-30,2,Saloon,Green,TOYOTA,,,Car Plus,0
9521,ID_SHKEDLQ,2010-02-26,2011-02-20,Male,48.0,2010-02-26,1,JEEP,Red,TOYOTA,Lagos Island,Lagos,Car Classic,0
9522,ID_SHVODT0,2010-01-14,2011-01-13,,,2010-01-14,4,Saloon,,TOYOTA,Ikoyi,Lagos,Car Classic,0
9523,ID_SI1RIFV,2010-10-01,2011-09-30,,30.0,2010-10-01,10,,,Isuzu,Abuja Municipal,Abuja-Municipal,CVTP,0
9524,ID_SI5M39Y,2010-08-30,2011-08-29,Male,40.0,2010-08-30,1,,,nan,,,CarSafe,0
9525,ID_SI6CBIW,2010-01-31,2011-01-30,Female,38.0,2010-01-31,2,Saloon,,Honda,Eti-Osa,Eti-Osa,CarSafe,0
9526,ID_SI6UOZW,2010-01-30,2011-01-29,Female,59.0,2010-01-30,2,Saloon,Green,Pontiac,,,Car Classic,1
9527,ID_SI79N6B,2010-01-31,2011-01-18,Male,,2010-01-31,4,JEEP,Grey,Nissan,Festac,Benue,Car Classic,0
9528,ID_SI8SHML,2010-11-06,2011-11-05,Female,36.0,2010-11-06,1,,,nan,,,CarSafe,0
9529,ID_SIAJL4U,2010-02-27,2011-02-26,Male,80.0,2010-02-27,1,JEEP,,Nissan,Oshimili North,Oshimili-North,Car Classic,0
9530,ID_SIDWU3B,2010-01-14,2011-01-13,Male,40.0,2010-01-14,1,Saloon,,Jeep,,,CarSafe,0
9531,ID_SIED3OI,2010-11-28,2011-11-27,,19.0,2010-11-28,3,,,TOYOTA,ENUGU EAST,ENUGU-EAST,CVTP,0
9532,ID_SIK84HZ,2010-11-01,2011-10-31,Male,50.0,2010-11-01,1,Saloon,,TOYOTA,,,CarSafe,0
9533,ID_SILXIAO,2010-01-01,2010-12-31,,20.0,2010-01-01,4,,,,Yaba,Benue,CVTP,0
9534,ID_SILYCHY,2010-02-06,2011-02-05,Male,50.0,2010-02-06,1,Saloon,,TOYOTA,,,CarSafe,0
9535,ID_SIMBNZF,2010-07-02,2010-12-31,Male,54.0,2010-07-02,1,JEEP,,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
9536,ID_SIN7NLM,2010-01-31,2011-01-30,Male,33.0,2010-01-31,1,JEEP,,Mercedes,Benin,Edo,Car Classic,1
9537,ID_SITU8T1,2010-01-16,2011-01-15,Male,40.0,2010-01-16,1,Saloon,,Ford,,,CarSafe,0
9538,ID_SIU9O5A,2010-04-09,2011-04-08,Male,67.0,2010-04-09,2,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
9539,ID_SIXEFPC,2010-12-24,2011-12-23,Male,38.0,2010-12-24,1,,,nan,,,Car Classic,0
9540,ID_SIY4S0I,2010-07-01,2011-06-30,Male,32.0,2010-07-01,1,Saloon,,TOYOTA,,,CarSafe,0
9541,ID_SJ173L1,2010-02-28,2011-02-27,Male,61.0,2010-02-28,4,,Black,Mitsubishi,Victoria Island,Lagos,Car Classic,0
9542,ID_SJ4Z26I,2010-01-16,2011-01-15,,20.0,2010-01-16,1,,,TOYOTA,Lekki,Lagos,CVTP,0
9543,ID_SJHB4TZ,2010-12-27,2011-04-26,Joint Gender,38.0,2010-12-27,1,Saloon,Black,TOYOTA,Warri Central,Warri-Central,Car Classic,0
9544,ID_SJNBZMW,2010-02-05,2011-02-04,Male,40.0,2010-02-05,1,Saloon,,TOYOTA,,,CarSafe,0
9545,ID_SJQK2D1,2010-04-02,2011-01-06,Female,39.0,2010-04-02,2,Saloon,,Volkswagen,Eti-Osa,Eti-Osa,Car Classic,0
9546,ID_SJR334B,2010-05-31,2011-05-30,Male,33.0,2010-05-31,1,Saloon,,ACURA,,,CarSafe,0
9547,ID_SJU8E1H,2010-05-17,2011-05-16,Female,43.0,2010-05-17,1,JEEP,Black,Lexus,Lagos,Lagos,Car Classic,0
9548,ID_SJVGWZC,2010-06-22,2011-06-21,Male,59.0,2010-06-22,1,Saloon,,TOYOTA,,,CarSafe,0
9549,ID_SJXDKFK,2010-08-16,2011-08-15,Female,65.0,2010-08-16,1,,,nan,,,Car Classic,0
9550,ID_SK59TJU,2010-11-10,2011-11-09,Female,36.0,2010-11-10,1,Saloon,,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0
9551,ID_SKKBS0J,2010-09-05,2011-09-04,Female,40.0,2010-09-05,1,,,nan,,,CarSafe,0
9552,ID_SKLGQWJ,2010-09-13,2011-09-12,,58.0,2010-09-13,2,,,nan,Abuja,Abuja,Car Plus,0
9553,ID_SKQNQ70,2010-01-18,2011-01-17,Male,38.0,2010-01-18,1,Saloon,,Honda,,,CarSafe,0
9554,ID_SKRB6OU,2010-10-22,2011-10-21,Male,30.0,2010-10-22,1,,,nan,,,Car Classic,0
9555,ID_SKRIC7Z,2010-11-06,2011-08-06,Male,52.0,2010-11-06,3,Saloon,Black,TOYOTA,Apapa,Lagos,Car Classic,1
9556,ID_SKTAU84,2010-11-21,2011-11-20,,,2010-11-21,1,,Black,Hyundai,Victoria Island,Lagos,Car Classic,1
9557,ID_SL0P7XE,2010-02-05,2011-02-04,Male,41.0,2010-02-05,1,Saloon,,TOYOTA,,,Car Classic,0
9558,ID_SL3XX5O,2010-03-13,2011-03-12,Male,41.0,2010-03-13,1,Saloon,,TOYOTA,,,CarSafe,0
9559,ID_SL4GBNH,2010-01-07,2011-01-06,Male,52.0,2010-01-07,1,Saloon,,TOYOTA,,,CarSafe,0
9560,ID_SL59LUA,2010-06-19,2011-06-18,Male,38.0,2010-06-19,1,JEEP,Silver,TOYOTA,,,Car Classic,0
9561,ID_SL8WRV5,2010-11-26,2011-11-25,Female,31.0,2010-11-26,2,,,nan,Victoria Island,Lagos,Car Plus,1
9562,ID_SLDCYB1,2010-11-16,2011-11-14,Male,34.0,2010-11-16,1,,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
9563,ID_SLG4RKE,2010-08-01,2011-07-31,Male,36.0,2010-08-01,1,Saloon,,TOYOTA,,,CarSafe,0
9564,ID_SLIM409,2010-04-25,2011-04-24,Male,,2010-04-25,2,,Black,TOYOTA,Victoria Island,Lagos,CVTP,0
9565,ID_SLR4KLN,2010-02-20,2011-02-19,Male,35.0,2010-02-20,2,Saloon,,Honda,Surulere,Lagos,CarSafe,1
9566,ID_SM1D7RL,2010-02-18,2011-02-17,Male,62.0,2010-02-18,1,Saloon,Blue,TOYOTA,Ejigbo,Benue,Car Classic,0
9567,ID_SM3XOA0,2010-09-10,2011-09-09,Male,20.0,2010-09-10,1,,,Mercedes,Ikeja,Lagos,Car Classic,0
9568,ID_SMAH13E,2010-07-16,2011-07-15,Male,35.0,2010-07-16,1,Saloon,Ash,TOYOTA,,,Car Classic,0
9569,ID_SMJQV7O,2010-02-08,2011-02-07,Female,50.0,2010-02-08,2,,,Mercedes,Surulere,Lagos,Customized Motor,0
9570,ID_SMMKLB6,2010-09-15,2011-09-14,Female,55.0,2010-09-15,1,Saloon,Silver,TOYOTA,Surulere,Lagos,Car Classic,0
9571,ID_SMO41I9,2010-02-21,2011-02-20,Male,46.0,2010-02-21,1,JEEP,Black,TOYOTA,Ilupeju,Lagos,Car Classic,0
9572,ID_SMXL3A7,2010-10-30,2011-10-29,Male,34.0,2010-10-30,2,,,nan,,,Car Plus,0
9573,ID_SMXX1ZX,2010-04-19,2011-04-18,Female,62.0,2010-04-19,1,,,Mercedes,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
9574,ID_SN5V7WC,2010-11-28,2011-11-27,Male,50.0,2010-11-28,1,Saloon,,Hyundai,,,CarSafe,0
9575,ID_SN6MDIS,2010-05-14,2011-05-13,Female,47.0,2010-05-14,1,JEEP,Black,Honda,,,Car Classic,0
9576,ID_SN7XCAX,2010-05-14,2011-05-13,Male,51.0,2010-05-14,1,Saloon,,TOYOTA,,,CarSafe,0
9577,ID_SN8A5ZM,2010-04-18,2011-04-17,,39.0,2010-04-18,3,,,nan,Akure,Ondo,Motor Cycle,0
9578,ID_SNCDV1K,2010-09-16,2011-09-15,Male,45.0,2010-09-16,1,,,nan,,,CarSafe,0
9579,ID_SNDUXK0,2010-10-15,2011-10-14,Male,30.0,2010-10-15,1,,,nan,,,Car Classic,0
9580,ID_SNGHEQG,2010-04-15,2011-04-14,Male,49.0,2010-04-15,1,Saloon,,Honda,,,CarSafe,0
9581,ID_SNMG4BA,2010-06-01,2011-05-31,,93.0,2010-06-01,7,,,Honda,Lagos Island,Lagos,CarSafe,0
9582,ID_SNN25IC,2010-02-26,2011-02-25,Male,38.0,2010-02-26,1,Saloon,Wine,TOYOTA,Lagos Island,Lagos,Customized Motor,0
9583,ID_SNR14XE,2010-03-06,2011-03-04,Male,34.0,2010-03-06,1,Saloon,Gold,TOYOTA,,,Car Classic,0
9584,ID_SNTIYE5,2010-07-05,2011-07-04,Male,,2010-07-05,1,Saloon,,TOYOTA,,,CarSafe,0
9585,ID_SNYQB3C,2010-11-29,2011-11-28,Male,40.0,2010-11-29,2,Saloon,,TOYOTA,Warri North,Warri-North,Car Classic,0
9586,ID_SO0T397,2010-09-03,2011-09-02,Male,45.0,2010-09-03,2,,,Mercedes,Eti-Osa,Eti-Osa,Customized Motor,0
9587,ID_SO4MFOL,2010-11-09,2011-11-07,Male,44.0,2010-11-09,1,JEEP,,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0
9588,ID_SOIDSS4,2010-04-10,2011-04-09,Male,31.0,2010-04-10,1,Saloon,Black,Lexus,,,Car Classic,0
9589,ID_SOJ9MLM,2010-04-02,2011-03-17,Female,31.0,2010-04-02,1,Saloon,Grey,TOYOTA,,,Car Classic,1
9590,ID_SOJH3BC,2010-12-27,2011-12-26,Male,50.0,2010-12-27,1,Saloon,,Nissan,Ikeja,Lagos,CarSafe,0
9591,ID_SOKH566,2010-11-27,2011-11-26,Male,38.0,2010-11-27,1,Saloon,,TOYOTA,,,Car Classic,0
9592,ID_SOKVWLH,2010-08-19,2011-08-18,,,2010-08-19,3,,,nan,Abuja Municipal,Abuja-Municipal,CVTP,1
9593,ID_SOMO1F2,2010-02-27,2011-02-26,Female,40.0,2010-02-27,1,Saloon,,TOYOTA,,,CarSafe,0
9594,ID_SOMYJJ3,2010-04-26,2011-04-25,Male,46.0,2010-04-26,2,Saloon,Black,Kia,Ikoyi,Lagos,Car Classic,0
9595,ID_SONL834,2010-08-29,2011-08-28,Male,67.0,2010-08-29,1,,,Mercedes,Ikoyi,Lagos,Car Classic,0
9596,ID_SP8VUC0,2010-09-27,2011-09-05,Female,20.0,2010-09-27,1,,,nan,Ikoyi,Lagos,Car Classic,0
9597,ID_SPE8B0M,2010-08-01,2011-07-31,Female,32.0,2010-08-01,1,JEEP,Black,Audi,,,Car Plus,0
9598,ID_SPPBGFT,2010-07-31,2011-07-30,Female,20.0,2010-07-31,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
9599,ID_SPPXDXG,2010-03-27,2011-03-26,,,2010-03-27,1,,Green,Infiniti,Victoria Island,Lagos,Customized Motor,0
9600,ID_SPQG19R,2010-01-18,2011-01-17,Male,51.0,2010-01-18,1,Saloon,,Mitsubishi,,,CarSafe,0
9601,ID_SPV0WRM,2010-08-20,2011-08-19,Male,41.0,2010-08-20,1,,,nan,,,CarSafe,0
9602,ID_SPWR14Q,2010-08-05,2011-02-03,Female,42.0,2010-08-05,1,,,nan,,,Car Classic,0
9603,ID_SPXFNN4,2010-01-01,2010-12-31,Male,51.0,2010-01-01,3,JEEP,,TOYOTA,Victoria Island,Lagos,Customized Motor,0
9604,ID_SQ04SY9,2010-05-07,2011-05-06,Female,,2010-05-07,1,Saloon,,Honda,,,CarSafe,0
9605,ID_SQANOYP,2010-10-23,2011-10-22,Male,58.0,2010-10-23,1,Saloon,,BMW,,,CarSafe,0
9606,ID_SQP5DBU,2010-09-28,2011-09-27,Female,55.0,2010-09-28,2,JEEP,Black,GAC,Victoria Island,Lagos,Car Classic,0
9607,ID_SQQ0Q3O,2010-10-22,2011-02-18,Male,53.0,2010-10-22,1,JEEP,Green,TOYOTA,Ikeja,Lagos,Car Classic,0
9608,ID_SR3400Z,2010-03-01,2011-03-01,Female,62.0,2010-03-01,1,Saloon,,TOYOTA,,,CarSafe,0
9609,ID_SRA8BVN,2010-05-07,2011-01-25,Male,33.0,2010-05-07,1,Saloon,Gold,TOYOTA,Somolu,Lagos,Car Classic,0
9610,ID_SRNKNSH,2010-10-04,2011-03-31,Male,37.0,2010-10-04,1,Saloon,Grey,TOYOTA,,,Car Classic,0
9611,ID_SRO9MPS,2010-02-20,2011-02-19,Male,50.0,2010-02-20,1,Saloon,,Kia,,,CarSafe,0
9612,ID_SRSYI52,2010-09-24,2011-09-23,Female,34.0,2010-09-24,1,,,nan,Lagos Mainland,Lagos,Car Classic,0
9613,ID_SRXHJFG,2010-02-19,2011-02-18,Male,74.0,2010-02-19,1,JEEP,Black,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
9614,ID_SS7Q0GA,2010-01-18,2011-01-17,Female,40.0,2010-01-18,1,Saloon,,TOYOTA,,,Car Classic,1
9615,ID_SSBTVW4,2010-08-16,2011-08-14,Female,39.0,2010-08-16,1,,,nan,,,CarFlex,0
9616,ID_SSJQ682,2010-07-29,2011-07-28,Male,30.0,2010-07-29,1,Saloon,Black,Honda,,,Car Classic,1
9617,ID_SSMAQRX,2010-01-21,2011-01-20,Male,45.0,2010-01-21,1,Saloon,Silver,TOYOTA,Agege,Lagos,Car Classic,1
9618,ID_SSNM15X,2010-07-15,2011-07-14,Male,45.0,2010-07-15,1,,,nan,,,Car Classic,0
9619,ID_SSR44HZ,2010-03-08,2011-03-06,Female,20.0,2010-03-08,3,JEEP,,Mercedes,Lekki,Lagos,Customized Motor,0
9620,ID_SSRGKGB,2010-07-23,2011-07-22,Male,32.0,2010-07-23,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
9621,ID_SSVIN19,2010-10-28,2011-10-27,Male,46.0,2010-10-28,1,,,nan,,,Car Classic,0
9622,ID_ST28JHV,2010-10-21,2011-10-20,Male,70.0,2010-10-21,1,,,TOYOTA,Minna,Niger-State,Car Plus,0
9623,ID_ST2HMAG,2010-08-01,2011-07-30,Male,32.0,2010-08-01,1,JEEP,,Ford,,,Car Plus,0
9624,ID_STC2TK6,2010-12-06,2011-12-05,Joint Gender,43.0,2010-12-06,1,,,nan,,,Car Classic,0
9625,ID_STEWLIT,2010-11-16,2011-09-07,Male,34.0,2010-11-16,1,,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
9626,ID_STG536Z,2010-07-03,2011-07-02,Male,50.0,2010-07-03,2,Saloon,Black,Mercedes,Surulere,Lagos,Car Classic,0
9627,ID_STHDVZD,2010-06-25,2011-06-24,Male,50.0,2010-06-25,1,Saloon,,Honda,Owerri-Municipal,Owerri-Municipal,CarSafe,0
9628,ID_STI0I7L,2010-05-15,2011-05-14,Female,34.0,2010-05-15,2,,,TOYOTA,Ikeja,Lagos,Car Classic,0
9629,ID_STJVN2G,2010-09-10,2011-09-09,Female,42.0,2010-09-10,1,,,nan,Lagos Mainland,Lagos,Car Classic,0
9630,ID_STMJX7H,2010-02-06,2011-02-05,Male,50.0,2010-02-06,1,Saloon,Black,Hyundai,Ndokwa East,Ndokwa-East,Car Classic,0
9631,ID_STP228B,2010-02-26,2011-02-25,Female,37.0,2010-02-26,1,,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
9632,ID_STQSH3G,2010-10-22,2011-03-05,Male,24.0,2010-10-22,1,Saloon,Grey,ACURA,Warri,Delta,Car Classic,0
9633,ID_STRS6AP,2010-03-14,2011-03-12,Female,38.0,2010-03-14,2,,,Honda,Ilupeju,Lagos,Car Classic,0
9634,ID_STYLIJV,2010-08-15,2011-08-05,Female,48.0,2010-08-15,2,,,nan,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
9635,ID_SU4GBET,2010-03-12,2011-03-11,Male,46.0,2010-03-12,2,JEEP,Black,Lexus,Ikeja,Lagos,Car Classic,0
9636,ID_SUC782D,2010-03-12,2011-03-10,Female,36.0,2010-03-12,1,JEEP,Wine,TOYOTA,,,Car Classic,0
9637,ID_SUO2BNJ,2010-12-23,2011-12-22,Male,41.0,2010-12-23,1,,,nan,,,CarSafe,0
9638,ID_SUR4B6Z,2010-05-23,2011-05-22,,,2010-05-23,2,,,TOYOTA,Obia/Akpor,Obia-Akpor,CVTP,0
9639,ID_SUVYRPP,2010-10-30,2011-10-29,Male,64.0,2010-10-30,1,Saloon,,Nissan,,,CarSafe,0
9640,ID_SV60VRC,2010-10-22,2011-10-20,Male,46.0,2010-10-22,1,,,nan,,,CarSafe,0
9641,ID_SV7LPLR,2010-09-09,2011-05-18,Male,36.0,2010-09-09,1,Saloon,,TOYOTA,Agege,Lagos,Car Classic,0
9642,ID_SVGGBO5,2010-03-22,2011-03-21,Female,44.0,2010-03-22,1,,White,,Victoria Island,Lagos,Car Classic,1
9643,ID_SVKML5R,2010-04-16,2011-04-14,Female,27.0,2010-04-16,1,JEEP,,TOYOTA,,,Car Classic,0
9644,ID_SVLDIB3,2010-12-03,2011-12-02,Male,38.0,2010-12-03,1,Saloon,,TOYOTA,,,CarSafe,0
9645,ID_SVP65C9,2010-04-18,2011-04-17,Female,20.0,2010-04-18,1,Saloon,,Peugeot,,,CarSafe,0
9646,ID_SVR0ARI,2010-01-18,2011-01-17,Male,51.0,2010-01-18,1,Saloon,,TOYOTA,,,CarSafe,0
9647,ID_SW40ZDR,2010-06-13,2011-06-12,Male,74.0,2010-06-13,1,Saloon,Silver,Kia,Victoria Island,Lagos,Customized Motor,0
9648,ID_SW5GBTN,2010-09-25,2011-09-24,Male,45.0,2010-09-25,2,Saloon,Black,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
9649,ID_SW6SOS0,2010-10-05,2011-01-04,,30.0,2010-10-05,1,,,nan,,,Car Classic,0
9650,ID_SWAZ54V,2010-06-21,2011-06-20,Male,42.0,2010-06-21,1,Saloon,Black,TOYOTA,,,Car Classic,0
9651,ID_SWBFAJE,2010-06-24,2011-06-23,Male,46.0,2010-06-24,1,Saloon,,Volkswagen,,,CarSafe,0
9652,ID_SWD8MOI,2010-11-16,2011-09-07,Male,34.0,2010-11-16,1,,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,1
9653,ID_SWDQW0N,2010-01-21,2011-01-20,Male,43.0,2010-01-21,2,JEEP,White,TOYOTA,Ikeja,Lagos,Car Plus,1
9654,ID_SWERDHZ,2010-10-07,2011-10-06,Male,49.0,2010-10-07,3,Saloon,,TOYOTA,,,CarSafe,0
9655,ID_SWK0KSN,2010-06-03,2011-06-02,Female,,2010-06-03,1,Saloon,,Hyundai,,,CarSafe,0
9656,ID_SWL60YA,2010-07-24,2011-07-23,Male,68.0,2010-07-24,1,Truck,White,Mack,Victoria Island,Lagos,CVTP,0
9657,ID_SWTITBI,2010-03-07,2011-03-06,Male,,2010-03-07,1,Saloon,,Nissan,,,CarSafe,0
9658,ID_SWWEKF1,2010-04-04,2011-04-03,Female,33.0,2010-04-04,1,Saloon,,TOYOTA,,,Car Classic,0
9659,ID_SWXHFB3,2010-11-05,2011-11-04,Male,37.0,2010-11-05,1,JEEP,,Lexus,Asaba,Delta,Car Classic,0
9660,ID_SX4S3J7,2010-01-01,2010-12-31,Male,33.0,2010-01-01,1,Saloon,Black,Mercedes,,,Car Classic,1
9661,ID_SXE4PN6,2010-02-06,2011-02-05,Male,40.0,2010-02-06,1,Saloon,,TOYOTA,Warri Central,Warri-Central,Car Classic,0
9662,ID_SXEHFSO,2010-05-15,2011-05-14,Male,45.0,2010-05-15,1,Saloon,,Ford,,,CarSafe,0
9663,ID_SXQP3J1,2010-04-05,2011-04-04,Male,31.0,2010-04-05,1,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
9664,ID_SY49XYS,2010-03-27,2011-03-26,Joint Gender,41.0,2010-03-27,1,Saloon,,TOYOTA,,,CarSafe,0
9665,ID_SYC9LUP,2010-07-03,2011-07-02,Male,40.0,2010-07-03,1,JEEP,Green,Lexus,,,Car Classic,0
9666,ID_SYCK5NX,2010-09-20,2011-01-18,Female,35.0,2010-09-20,1,JEEP,Red,MG,,,Car Classic,0
9667,ID_SYCLBL5,2010-03-26,2011-03-25,Male,64.0,2010-03-26,1,Saloon,,TOYOTA,,,CarSafe,0
9668,ID_SYH2ZSI,2010-08-02,2011-08-01,Male,42.0,2010-08-02,1,Saloon,,TOYOTA,,,CarSafe,0
9669,ID_SYJXRVF,2010-11-04,2011-11-03,Female,50.0,2010-11-04,1,,,nan,,,Car Classic,0
9670,ID_SYLAKW3,2010-02-08,2011-02-07,Male,40.0,2010-02-08,1,Saloon,,TOYOTA,,,CarSafe,0
9671,ID_SYMEMXX,2010-04-09,2011-04-07,Male,26.0,2010-04-09,1,Saloon,,TOYOTA,,,Car Classic,0
9672,ID_SYMI689,2010-02-27,2011-02-26,Male,63.0,2010-02-27,1,,,Mercedes,Lagos,Lagos,Car Classic,0
9673,ID_SYMIAMF,2010-02-01,2011-01-31,Female,35.0,2010-02-01,1,Saloon,Red,Kia,,,Car Classic,0
9674,ID_SYOI95D,2010-01-14,2011-01-13,Male,48.0,2010-01-14,2,JEEP,Black,Mitsubishi,Lagos Mainland,Lagos,Car Classic,0
9675,ID_SYPDOJ2,2010-11-21,2011-11-20,Male,,2010-11-21,1,,,nan,,,Car Classic,0
9676,ID_SYVFC8H,2010-10-09,2011-10-08,Male,20.0,2010-10-09,1,Saloon,,TOYOTA,,,CarSafe,0
9677,ID_SYWH8PZ,2010-10-22,2010-12-31,,38.0,2010-10-22,1,JEEP,,TOYOTA,Victoria Island,Lagos,Customized Motor,0
9678,ID_SZ2CUCX,2010-04-24,2011-03-27,,25.0,2010-04-24,1,,,Iveco,Victoria Island,Lagos,CVTP,1
9679,ID_SZ74SAG,2010-02-06,2011-02-05,Male,40.0,2010-02-06,1,Saloon,,Lexus,,,CarSafe,0
9680,ID_SZ9DVM5,2010-02-18,2011-02-17,Female,37.0,2010-02-18,1,JEEP,Red,Mercedes,Ikeja,Lagos,Car Classic,0
9681,ID_SZ9W2ML,2010-01-11,2011-01-10,Male,35.0,2010-01-11,1,Saloon,,Nissan,,,CarSafe,0
9682,ID_SZDD1QL,2010-04-15,2011-04-14,Male,35.0,2010-04-15,1,Saloon,Black,Mercedes,,,Car Classic,1
9683,ID_SZIOXRQ,2010-01-08,2011-01-07,Male,37.0,2010-01-08,1,Saloon,,Hyundai,,,Car Classic,0
9684,ID_SZJG8XU,2010-05-22,2011-05-21,Male,40.0,2010-05-22,3,Saloon,Blue,TOYOTA,Ikeja,Lagos,Car Classic,1
9685,ID_SZJIHTA,2010-03-04,2011-03-03,Male,50.0,2010-03-04,1,Saloon,,TOYOTA,,,CarSafe,0
9686,ID_SZL5PNR,2010-06-20,2011-06-19,Male,,2010-06-20,1,Saloon,,TOYOTA,,,CarSafe,0
9687,ID_SZLXPPH,2010-11-09,2011-11-08,Male,48.0,2010-11-09,1,,,nan,,,CarSafe,0
9688,ID_SZQXIT0,2010-10-21,2011-10-20,Male,40.0,2010-10-21,1,,,nan,,,CarSafe,0
9689,ID_SZUXTC8,2010-12-24,2011-12-23,Female,47.0,2010-12-24,1,JEEP,Black,TOYOTA,RIVERS,Rivers,Car Classic,0
9690,ID_SZV8CKG,2010-10-20,2011-10-19,Joint Gender,48.0,2010-10-20,1,Saloon,Green,Kia,Ikorodu,Lagos,Car Plus,0
9691,ID_SZXWQVX,2010-10-17,2011-04-10,Male,,2010-10-17,1,,,nan,Victoria Island,Lagos,CVTP,0
9692,ID_SZZZPRK,2010-04-03,2011-04-02,Male,30.0,2010-04-03,1,Saloon,,Nissan,,,CarSafe,0
9693,ID_T0CUMOD,2010-06-20,2011-06-19,Female,37.0,2010-06-20,1,Saloon,,TOYOTA,,,CarSafe,0
9694,ID_T0NSJ4I,2010-07-27,2011-06-14,Male,20.0,2010-07-27,1,,,Iveco,Abeokuta,Ogun,CVTP,0
9695,ID_T0ZBBPR,2010-12-02,2011-12-01,Female,30.0,2010-12-02,2,,,nan,,,CarSafe,0
9696,ID_T13H3FY,2010-11-05,2011-11-04,Female,20.0,2010-11-05,1,,,Mack,OGUN,Ogun,CVTP,0
9697,ID_T18ZV8T,2010-07-24,2011-07-23,Male,42.0,2010-07-24,3,JEEP,Green,Mercedes,Lagos Mainland,Lagos,Car Classic,1
9698,ID_T19E3BN,2010-07-17,2011-05-30,Female,46.0,2010-07-17,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
9699,ID_T1D15GO,2010-04-01,2011-03-31,Female,46.0,2010-04-01,1,Saloon,Black,Mercedes,,,Car Classic,0
9700,ID_T1D350E,2010-02-14,2011-02-13,Female,34.0,2010-02-14,1,JEEP,Grey,BMW,Abuja,Abuja,Car Classic,0
9701,ID_T1K70UZ,2010-12-16,2011-12-15,Female,48.0,2010-12-16,1,Saloon,,Ford,,,Car Classic,0
9702,ID_T1NH5YJ,2010-11-08,2011-11-06,Male,37.0,2010-11-08,2,,,nan,Surulere,Lagos,Car Classic,0
