,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Make,ProductName,target
8909,ID_QK6TZYX,2010-06-10,2011-06-09,Joint Gender,41.0,2010-06-10,1,Saloon,TOYOTA,CarSafe,0
8913,ID_QKGJRWP,2010-06-07,2011-06-06,Female,39.0,2010-06-07,1,Saloon,Nissan,CarSafe,0
8916,ID_QKX0GHP,2010-07-26,2011-07-24,Male,32.0,2010-07-26,1,Saloon,TOYOTA,Car Classic,0
8922,ID_QLVHO11,2010-03-06,2011-03-05,Male,39.0,2010-03-06,1,Wagon,Pontiac,Car Classic,0
8923,ID_QM5EWL8,2010-11-07,2011-11-06,Male,45.0,2010-11-07,1,Saloon,TOYOTA,Car Classic,0
8924,ID_QM8BCSA,2010-07-09,2011-01-07,Male,51.0,2010-07-09,1,JEEP,Mercedes,Car Classic,0
8926,ID_QMCX4N3,2010-05-21,2011-05-20,Joint Gender,50.0,2010-05-21,1,Saloon,TOYOTA,CarSafe,0
8927,ID_QMDNIDV,2010-05-18,2011-05-16,Male,24.0,2010-05-18,1,Saloon,Lexus,Car Classic,1
8928,ID_QMDP36W,2010-10-31,2011-10-30,Male,42.0,2010-10-31,1,JEEP,TOYOTA,Car Classic,1
8929,ID_QMFK7TY,2010-02-25,2011-02-24,Female,68.0,2010-02-25,2,JEEP,Lexus,Car Classic,0
8936,ID_QN2Y2QJ,2010-01-11,2011-01-10,Male,68.0,2010-01-11,2,JEEP,Mitsubishi,Car Plus,0
8937,ID_QN52G7B,2010-04-06,2011-04-05,Male,36.0,2010-04-06,1,Saloon,TOYOTA,Car Classic,0
8940,ID_QNJRPTZ,2010-07-17,2011-07-16,Male,29.0,2010-07-17,2,Saloon,Mercedes,Car Classic,0
8941,ID_QNNVBUH,2010-05-01,2011-04-30,Female,48.0,2010-05-01,1,Saloon,Nissan,CarSafe,0
8942,ID_QNP4GB0,2010-03-27,2011-03-26,Female,64.0,2010-03-27,1,JEEP,TOYOTA,Car Classic,0
8943,ID_QNR4B46,2010-03-16,2011-03-15,Female,67.0,2010-03-16,1,Saloon,TOYOTA,CarSafe,0
8944,ID_QNS7H6S,2010-02-20,2011-01-14,Female,34.0,2010-02-20,1,JEEP,Mazda,Car Classic,1
8945,ID_QNTRSKA,2010-04-26,2011-01-01,Male,48.0,2010-04-26,1,Saloon,TOYOTA,Customized Motor,0
8947,ID_QNW9LXR,2010-06-03,2011-06-02,Female,35.0,2010-06-03,2,Saloon,TOYOTA,CarSafe,0
8948,ID_QNWZ66H,2010-01-30,2011-01-29,Male,36.0,2010-01-30,1,Saloon,TOYOTA,Car Classic,0
8950,ID_QO0Y817,2010-05-18,2011-05-17,Male,50.0,2010-05-18,1,Saloon,TOYOTA,CarSafe,0
8951,ID_QO1XR8P,2010-11-12,2011-11-09,Female,70.0,2010-11-12,1,JEEP,Mazda,Car Classic,0
8953,ID_QOEY9VM,2010-12-05,2011-12-04,Male,52.0,2010-12-05,3,Saloon,TOYOTA,Car Classic,0
8954,ID_QOLWVVS,2010-10-07,2011-01-06,Male,43.0,2010-10-07,1,Saloon,TOYOTA,Car Classic,1
8956,ID_QOT46LV,2010-01-15,2011-01-14,Female,34.0,2010-01-15,2,Saloon,TOYOTA,Car Classic,0
8959,ID_QOWUMUJ,2010-07-30,2011-07-29,Male,35.0,2010-07-30,1,Saloon,TOYOTA,Car Classic,0
8960,ID_QOYWHVW,2010-06-07,2011-06-06,Male,56.0,2010-06-07,1,Saloon,TOYOTA,CarSafe,0
8961,ID_QOZ1W9G,2010-01-03,2011-01-02,Female,57.0,2010-01-03,1,Saloon,Honda,Car Classic,0
8962,ID_QP21J4N,2010-01-11,2011-01-10,Male,48.0,2010-01-11,2,Saloon,Kia,Car Classic,0
8967,ID_QPEX4A2,2010-06-26,2011-06-25,Male,20.0,2010-06-26,5,JEEP,Mercedes,Car Classic,0
8968,ID_QPGSKWD,2010-02-05,2011-02-04,Female,62.0,2010-02-05,1,Saloon,Honda,CarSafe,0
8969,ID_QPLLXMK,2010-04-25,2011-04-24,Male,37.0,2010-04-25,1,Saloon,TOYOTA,CarSafe,0
8970,ID_QPLMMUE,2010-05-14,2011-05-13,Male,32.0,2010-05-14,1,Saloon,TOYOTA,CarSafe,0
8971,ID_QPYH2FR,2010-09-13,2011-09-12,Male,30.0,2010-09-13,1,Saloon,TOYOTA,Car Classic,0
8974,ID_QQT61U5,2010-03-22,2011-03-21,Male,40.0,2010-03-22,1,Saloon,TOYOTA,CarSafe,0
8977,ID_QQV5XK4,2010-01-10,2011-01-09,Male,43.0,2010-01-10,1,Saloon,TOYOTA,Car Classic,0
8979,ID_QQZWSS5,2010-07-17,2011-07-16,Male,45.0,2010-07-17,1,Saloon,TOYOTA,Car Classic,0
8980,ID_QRBQYNJ,2010-04-23,2011-04-22,Male,40.0,2010-04-23,1,Saloon,Ford,CarSafe,0
8982,ID_QRHCXL4,2010-01-30,2011-01-29,Male,57.0,2010-01-30,1,JEEP,TOYOTA,Car Classic,0
8985,ID_QRT7GOX,2010-05-24,2011-05-13,Female,41.0,2010-05-24,1,JEEP,TOYOTA,Car Classic,0
8986,ID_QRVK4B3,2010-10-15,2011-10-09,Female,31.0,2010-10-15,2,JEEP,Honda,Car Plus,1
8989,ID_QRZZFJX,2010-01-17,2011-01-15,Male,40.0,2010-01-17,1,Saloon,TOYOTA,Car Classic,0
8990,ID_QS0URZV,2010-11-06,2011-11-05,Male,51.0,2010-11-06,1,Saloon,Honda,CarSafe,0
8991,ID_QS3YXZI,2010-01-09,2011-01-08,Female,40.0,2010-01-09,1,Saloon,TOYOTA,CarSafe,0
8992,ID_QSAGLZM,2010-03-05,2011-03-04,Male,40.0,2010-03-05,1,Saloon,TOYOTA,CarSafe,0
8995,ID_QSGHW8A,2010-02-11,2011-02-10,Male,49.0,2010-02-11,1,Saloon,Honda,CarSafe,1
8996,ID_QSK7CGV,2010-09-26,2011-09-25,Male,50.0,2010-09-26,1,Saloon,Kia,CarSafe,0
8997,ID_QSRBYC4,2010-01-09,2011-01-08,Female,54.0,2010-01-09,2,Saloon,Honda,CarSafe,0
8998,ID_QSY3D4E,2010-06-19,2011-06-18,Male,41.0,2010-06-19,1,Saloon,Lexus,CarSafe,0
8999,ID_QT0Q587,2010-11-07,2011-11-06,Male,49.0,2010-11-07,2,JEEP,Hyundai,CarSafe,0
9000,ID_QT7VHFU,2010-01-01,2010-12-31,Female,62.0,2010-01-01,1,JEEP,TOYOTA,CarSafe,0
9001,ID_QT83TOF,2010-07-31,2011-07-30,Female,73.0,2010-07-31,2,JEEP,Kia,Car Classic,0
9002,ID_QTFMYBB,2010-06-25,2011-06-24,Female,70.0,2010-06-25,2,Saloon,TOYOTA,Car Classic,1
9003,ID_QTGUOZI,2010-03-20,2011-03-19,Male,39.0,2010-03-20,1,Saloon,Honda,Car Classic,1
9005,ID_QTOW0WS,2010-10-11,2011-10-09,Male,34.0,2010-10-11,1,JEEP,TOYOTA,Car Classic,1
9006,ID_QTPSHDJ,2010-02-04,2011-02-03,Male,37.0,2010-02-04,2,Saloon,TOYOTA,Car Classic,0
9007,ID_QTVQ6X7,2010-03-28,2011-03-27,Male,51.0,2010-03-28,1,Saloon,TOYOTA,CarSafe,0
9008,ID_QTXRT3I,2010-03-24,2011-03-23,Male,50.0,2010-03-24,1,Saloon,Honda,CarSafe,0
9009,ID_QTY96OR,2010-05-24,2011-05-23,Female,41.0,2010-05-24,1,JEEP,TOYOTA,Car Classic,1
9010,ID_QU0AWFM,2010-06-20,2011-06-19,Male,40.0,2010-06-20,1,Saloon,TOYOTA,CarSafe,0
9012,ID_QU48CRG,2010-07-15,2011-07-14,Male,24.0,2010-07-15,1,Saloon,TOYOTA,Car Classic,0
9013,ID_QU78NA2,2010-10-03,2011-10-02,Female,50.0,2010-10-03,1,Saloon,Honda,CarSafe,0
9015,ID_QUE3MKI,2010-08-28,2011-08-27,Male,69.0,2010-08-28,1,Saloon,Honda,Car Classic,0
9016,ID_QUFVWUY,2010-02-01,2011-01-31,Male,51.0,2010-02-01,2,JEEP,Ford,Car Classic,0
9017,ID_QUGQK2W,2010-03-09,2011-03-08,Female,46.0,2010-03-09,1,Saloon,Lexus,Car Classic,0
9018,ID_QUJMB8F,2010-04-18,2011-04-16,Male,27.0,2010-04-18,1,Saloon,Lexus,Car Classic,0
9020,ID_QUTEUNI,2010-03-29,2011-03-28,Male,67.0,2010-03-29,1,Bus,Volkswagen,Car Classic,0
9021,ID_QUTT26K,2010-02-18,2011-02-17,Male,40.0,2010-02-18,1,Saloon,Lexus,CarSafe,0
9023,ID_QVEU8PR,2010-01-18,2011-01-17,Male,75.0,2010-01-18,1,Saloon,Mercedes,CarSafe,0
9027,ID_QVOGRAX,2010-04-11,2011-04-10,Male,47.0,2010-04-11,1,JEEP,Mercedes,Car Classic,0
9029,ID_QVU91RV,2010-02-13,2011-02-12,Male,50.0,2010-02-13,1,Saloon,Mercedes,CarSafe,0
9030,ID_QW6KUS1,2010-09-26,2011-09-25,Male,38.0,2010-09-26,1,Saloon,TOYOTA,Car Classic,0
9031,ID_QWAE4NL,2010-01-22,2011-01-18,Female,33.0,2010-01-22,1,Truck,Iveco,CVTP,1
9032,ID_QWAHVRI,2010-05-26,2011-05-25,Male,55.0,2010-05-26,3,JEEP,Infiniti,Customized Motor,0
9033,ID_QWFYS9P,2010-06-21,2011-06-20,Female,44.0,2010-06-21,1,Saloon,TOYOTA,CarSafe,0
9034,ID_QWMY92H,2010-03-28,2011-03-27,Male,34.0,2010-03-28,1,JEEP,TOYOTA,Car Classic,0
9035,ID_QWQ7RQ0,2010-05-30,2011-05-29,Male,30.0,2010-05-30,1,Saloon,TOYOTA,Car Classic,0
9038,ID_QX3KO0G,2010-07-04,2011-07-03,Male,40.0,2010-07-04,1,Saloon,TOYOTA,CarSafe,0
9040,ID_QX4I5Q1,2010-05-30,2011-05-29,Male,34.0,2010-05-30,3,Saloon,TOYOTA,Car Classic,1
9041,ID_QX7NP62,2010-11-21,2011-11-20,Female,36.0,2010-11-21,4,Saloon,Hyundai,Car Classic,0
9042,ID_QX7QDOH,2010-04-17,2011-04-16,Male,62.0,2010-04-17,3,Saloon,TOYOTA,Car Classic,0
9045,ID_QXLGDZ6,2010-08-06,2011-08-05,Joint Gender,44.0,2010-08-06,1,JEEP,Honda,Car Classic,0
9047,ID_QXS61IY,2010-08-19,2011-08-18,Male,36.0,2010-08-19,1,JEEP,Mercedes,Car Classic,0
9049,ID_QXVCMZP,2010-12-23,2011-02-21,Male,20.0,2010-12-23,4,JEEP,Lexus,Customized Motor,0
9051,ID_QY8L19N,2010-02-21,2011-02-20,Female,39.0,2010-02-21,1,Saloon,Hyundai,Car Classic,0
9053,ID_QY90WJL,2010-08-31,2011-08-25,Male,40.0,2010-08-31,1,Saloon,TOYOTA,Car Classic,0
9054,ID_QYCPO5D,2010-03-21,2011-03-20,Male,50.0,2010-03-21,1,Saloon,TOYOTA,CarSafe,0
9056,ID_QYWM1MB,2010-07-08,2011-07-07,Female,40.0,2010-07-08,1,Saloon,Kia,Customized Motor,0
9057,ID_QZ3S05T,2010-03-29,2011-03-28,Male,36.0,2010-03-29,1,Saloon,TOYOTA,Car Classic,0
9058,ID_QZ5MPFF,2010-11-13,2011-11-12,Female,36.0,2010-11-13,1,Saloon,TOYOTA,CarFlex,1
9063,ID_QZYWLN3,2010-01-04,2011-01-03,Male,38.0,2010-01-04,1,JEEP,Honda,Car Classic,0
9066,ID_R0O4YP3,2010-08-23,2011-08-21,Male,50.0,2010-08-23,1,Saloon,Mercedes,Car Classic,0
9068,ID_R0S1Z0U,2010-01-28,2011-01-27,Male,52.0,2010-01-28,1,Saloon,TOYOTA,CarSafe,0
9071,ID_R11BBTT,2010-01-21,2011-01-20,Joint Gender,46.0,2010-01-21,1,Saloon,TOYOTA,CarSafe,0
9072,ID_R14XQTM,2010-06-20,2011-06-19,Male,46.0,2010-06-20,1,Saloon,Honda,CarSafe,0
9074,ID_R178PII,2010-08-08,2011-04-03,Male,50.0,2010-08-08,2,Saloon,TOYOTA,Car Classic,1
9075,ID_R19TOZV,2010-02-01,2011-01-31,Male,54.0,2010-02-01,1,JEEP,TOYOTA,Customized Motor,0
9076,ID_R1B61MQ,2010-04-25,2011-04-24,Female,48.0,2010-04-25,1,JEEP,TOYOTA,Car Plus,0
9077,ID_R1FWI62,2010-01-24,2011-01-23,Male,48.0,2010-01-24,1,JEEP,TOYOTA,Customized Motor,0
9079,ID_R1KRFNR,2010-08-19,2011-08-18,Male,50.0,2010-08-19,2,Saloon,TOYOTA,Car Classic,0
9080,ID_R1MQTAW,2010-07-18,2011-07-17,Male,49.0,2010-07-18,1,Saloon,TOYOTA,CarSafe,0
9081,ID_R1NAKE9,2010-10-28,2011-10-27,Male,42.0,2010-10-28,1,Saloon,TOYOTA,CarSafe,0
9082,ID_R1Y795K,2010-04-30,2011-04-29,Male,38.0,2010-04-30,1,Saloon,TOYOTA,Car Classic,0
9083,ID_R1YTO25,2010-02-16,2011-02-15,Female,34.0,2010-02-16,1,JEEP,ACURA,Car Classic,0
9086,ID_R2BP253,2010-10-11,2011-10-10,Male,42.0,2010-10-11,1,Saloon,TOYOTA,CarSafe,0
9088,ID_R2MY8N2,2010-04-18,2011-04-17,Male,55.0,2010-04-18,1,Saloon,Honda,Car Classic,1
9091,ID_R2SQ0YY,2010-04-16,2011-04-15,Male,46.0,2010-04-16,1,JEEP,Honda,Car Classic,0
9092,ID_R2T8BER,2010-03-20,2011-03-19,Male,37.0,2010-03-20,1,Saloon,TOYOTA,Car Classic,0
9093,ID_R2TJUOQ,2010-09-17,2011-09-16,Male,38.0,2010-09-17,1,Saloon,TOYOTA,Car Classic,0
9096,ID_R3CQIUE,2010-11-18,2011-11-17,Male,46.0,2010-11-18,1,Saloon,Honda,CarFlex,1
9098,ID_R3L4NP5,2010-09-26,2011-09-25,Male,77.0,2010-09-26,3,JEEP,Nissan,Car Plus,0
9099,ID_R3NAGHV,2010-07-22,2011-07-18,Female,32.0,2010-07-22,1,Saloon,TOYOTA,Car Classic,0
9100,ID_R3Z0PRN,2010-03-26,2011-03-25,Male,53.0,2010-03-26,1,Saloon,Hyundai,CarSafe,0
9104,ID_R47AE8O,2010-02-01,2011-01-31,Male,50.0,2010-02-01,1,Saloon,Nissan,CarSafe,0
9105,ID_R4A8I9L,2010-07-25,2011-07-24,Female,57.0,2010-07-25,1,Saloon,TOYOTA,Car Classic,0
9106,ID_R4G45QE,2010-06-19,2011-06-18,Male,31.0,2010-06-19,1,Saloon,Lexus,Car Classic,0
9107,ID_R4HOH1Q,2010-02-20,2011-02-19,Male,43.0,2010-02-20,1,Saloon,Nissan,CarSafe,0
9108,ID_R4N4NZA,2010-03-20,2011-03-16,Female,32.0,2010-03-20,1,Saloon,Kia,Car Classic,1
9109,ID_R4VL419,2010-08-19,2011-08-18,Male,38.0,2010-08-19,1,Saloon,Honda,Car Classic,0
9110,ID_R4VOOJA,2010-03-29,2011-03-28,Male,74.0,2010-03-29,1,Saloon,Honda,CarSafe,0
9111,ID_R4YY7EU,2010-07-23,2011-07-22,Female,40.0,2010-07-23,1,Saloon,Honda,CarSafe,0
9112,ID_R56ALLB,2010-01-18,2011-01-16,Male,31.0,2010-01-18,1,Saloon,TOYOTA,Car Plus,1
9113,ID_R5IYQI5,2010-01-24,2011-01-23,Female,44.0,2010-01-24,1,Saloon,TOYOTA,Car Classic,0
9115,ID_R5QUTQI,2010-07-15,2011-01-16,Male,41.0,2010-07-15,2,Saloon,Lexus,Car Plus,1
9117,ID_R5VJWMX,2010-10-10,2011-10-09,Female,35.0,2010-10-10,1,JEEP,Hyundai,Car Classic,0
9118,ID_R5WDUPB,2010-05-27,2011-05-26,Male,40.0,2010-05-27,1,Saloon,Kia,CarSafe,0
9119,ID_R5ZGDAV,2010-07-11,2011-07-10,Male,45.0,2010-07-11,2,Pick Up,TOYOTA,CVTP,0
9120,ID_R63FXE0,2010-04-02,2011-04-01,Male,66.0,2010-04-02,3,Saloon,TOYOTA,Car Classic,0
9121,ID_R64GA9R,2010-05-02,2011-05-01,Male,44.0,2010-05-02,1,Saloon,TOYOTA,Car Classic,1
9122,ID_R6K1L2J,2010-09-26,2011-09-25,Male,35.0,2010-09-26,1,Saloon,Honda,Car Classic,1
9127,ID_R79IIHU,2010-10-28,2011-10-27,Female,35.0,2010-10-28,1,Saloon,Honda,CarSafe,0
9128,ID_R7AB7ZA,2010-11-22,2011-11-21,Male,34.0,2010-11-22,1,Saloon,TOYOTA,Car Classic,1
9130,ID_R7JV4WB,2010-04-25,2011-04-24,Female,30.0,2010-04-25,1,Saloon,TOYOTA,CarSafe,0
9134,ID_R7Y440X,2010-10-17,2011-10-16,Male,47.0,2010-10-17,1,JEEP,Lexus,Car Classic,0
9136,ID_R86WGTG,2010-10-28,2011-10-27,Male,42.0,2010-10-28,2,JEEP,Mercedes,Customized Motor,0
9137,ID_R8899EG,2010-06-13,2011-06-12,Male,40.0,2010-06-13,1,Saloon,TOYOTA,CarSafe,0
9138,ID_R8HSD6K,2010-04-15,2011-04-14,Male,35.0,2010-04-15,1,Saloon,Hyundai,CarSafe,0
9141,ID_R8PCSXE,2010-07-30,2011-07-29,Male,47.0,2010-07-30,1,JEEP,Honda,CarFlex,0
9142,ID_R8Y4EUK,2010-07-03,2011-07-02,Male,30.0,2010-07-03,1,Saloon,Mercedes,CarSafe,0
9143,ID_R99BM58,2010-12-28,2011-12-27,Female,40.0,2010-12-28,2,Saloon,TOYOTA,CarSafe,0
9144,ID_R9AVG93,2010-05-30,2011-05-29,Female,51.0,2010-05-30,1,Saloon,TOYOTA,CarSafe,0
9145,ID_R9F27E9,2010-07-08,2011-07-07,Male,46.0,2010-07-08,1,Saloon,TOYOTA,Car Classic,0
9146,ID_R9IIBWX,2010-04-15,2011-04-13,Joint Gender,20.0,2010-04-15,1,JEEP,TOYOTA,Car Classic,0
9150,ID_R9QVDV2,2010-04-26,2011-04-25,Female,30.0,2010-04-26,1,Saloon,TOYOTA,CarSafe,0
9152,ID_R9WZC7M,2010-01-24,2011-01-23,Male,41.0,2010-01-24,1,Saloon,TOYOTA,CarSafe,0
9153,ID_RA4TA6H,2010-04-03,2011-04-02,Male,45.0,2010-04-03,1,Saloon,TOYOTA,CarSafe,0
9154,ID_RA5XCJL,2010-06-11,2011-06-10,Female,46.0,2010-06-11,1,Saloon,TOYOTA,Car Classic,0
9156,ID_RAA9KSR,2010-02-06,2011-02-05,Male,45.0,2010-02-06,1,JEEP,TOYOTA,Car Classic,0
9158,ID_RAJWV0M,2010-03-26,2011-03-25,Male,52.0,2010-03-26,1,Saloon,TOYOTA,Car Classic,1
9159,ID_RASG49W,2010-03-01,2011-02-28,Male,35.0,2010-03-01,1,JEEP,Ford,Car Classic,1
9161,ID_RB0CODP,2010-07-31,2011-07-30,Female,49.0,2010-07-31,1,Saloon,TOYOTA,CarSafe,0
9162,ID_RB633U3,2010-07-25,2011-07-24,Male,41.0,2010-07-25,1,Saloon,TOYOTA,CarSafe,0
9164,ID_RBJVL33,2010-08-05,2011-08-04,Male,50.0,2010-08-05,1,JEEP,Jeep,Car Classic,1
9165,ID_RBU2CB3,2010-11-21,2011-03-07,Male,43.0,2010-11-21,2,Saloon,TOYOTA,Car Classic,1
9166,ID_RBV4GM0,2010-01-18,2011-01-17,Male,35.0,2010-01-18,1,JEEP,Land Rover.,CarSafe,0
9167,ID_RBVSPBM,2010-07-31,2011-07-30,Female,43.0,2010-07-31,1,Saloon,TOYOTA,Car Classic,0
9168,ID_RBYCSAD,2010-01-25,2011-01-24,Male,34.0,2010-01-25,1,Saloon,TOYOTA,Car Classic,0
9169,ID_RBZ4RU6,2010-08-23,2011-08-22,Male,41.0,2010-08-23,1,Saloon,TOYOTA,Car Plus,0
9170,ID_RC1T20A,2010-07-04,2011-07-03,Female,30.0,2010-07-04,1,Saloon,Honda,Car Classic,0
9174,ID_RCDZ1HP,2010-11-20,2011-11-20,Male,32.0,2010-11-20,1,Saloon,TOYOTA,CarFlex,0
9175,ID_RCH216F,2010-05-02,2011-03-03,Female,41.0,2010-05-02,1,JEEP,TOYOTA,Car Classic,0
9178,ID_RCS3HR0,2010-02-21,2011-02-20,Female,39.0,2010-02-21,1,JEEP,Honda,Car Classic,0
9179,ID_RCSC4NX,2010-04-06,2011-04-05,Female,38.0,2010-04-06,4,Saloon,TOYOTA,Car Classic,0
9180,ID_RCWVG5E,2010-03-27,2011-03-26,Female,44.0,2010-03-27,1,Saloon,Kia,CarSafe,0
9181,ID_RCXTOE8,2010-02-13,2011-02-12,Female,20.0,2010-02-13,3,Saloon,TOYOTA,Customized Motor,0
9182,ID_RCZL5N0,2010-09-12,2011-09-11,Male,48.0,2010-09-12,1,Saloon,TOYOTA,Car Classic,0
9183,ID_RD6PFVI,2010-10-21,2011-10-20,Female,40.0,2010-10-21,1,Saloon,Nissan,Car Classic,1
9184,ID_RDBLUGI,2010-07-01,2011-06-30,Male,34.0,2010-07-01,1,Saloon,TOYOTA,Car Classic,1
9186,ID_RDJ0PCY,2010-06-22,2011-06-21,Male,47.0,2010-06-22,1,Saloon,Hyundai,Car Classic,0
9187,ID_RDONZL3,2010-04-16,2011-04-15,Female,39.0,2010-04-16,1,Saloon,TOYOTA,Car Classic,0
9189,ID_RDQIESN,2010-08-20,2011-08-19,Male,49.0,2010-08-20,1,JEEP,Ford,Car Classic,0
9191,ID_RE8TUHB,2010-05-01,2011-04-30,Male,38.0,2010-05-01,2,Saloon,TOYOTA,Car Classic,1
9193,ID_REJFFJ6,2010-03-06,2011-03-05,Male,43.0,2010-03-06,1,JEEP,Honda,CarSafe,0
9198,ID_RF5UC88,2010-08-02,2011-08-01,Male,41.0,2010-08-02,1,Saloon,Honda,Car Classic,1
9199,ID_RFA8148,2010-10-24,2011-10-23,Male,61.0,2010-10-24,2,Saloon,TOYOTA,Car Classic,0
9203,ID_RFH5ZE2,2010-10-19,2011-02-24,Male,38.0,2010-10-19,1,Saloon,TOYOTA,Car Classic,0
9204,ID_RFLAEYT,2010-04-28,2011-01-15,Male,40.0,2010-04-28,2,JEEP,TOYOTA,Car Classic,0
9207,ID_RG2LCIS,2010-01-30,2011-01-29,Male,49.0,2010-01-30,3,Saloon,Honda,Car Classic,0
9209,ID_RG4Z6MI,2010-12-24,2011-12-23,Male,42.0,2010-12-24,2,JEEP,Honda,Car Classic,0
9210,ID_RG6K88S,2010-05-01,2011-04-30,Male,46.0,2010-05-01,2,Saloon,Hyundai,CarSafe,0
9212,ID_RG9O8EG,2010-02-07,2011-02-06,Male,48.0,2010-02-07,1,Saloon,Honda,CarSafe,0
9213,ID_RG9RMPF,2010-06-17,2011-06-16,Male,38.0,2010-06-17,1,Saloon,Honda,Car Classic,0
9217,ID_RGWMUDJ,2010-07-25,2011-07-24,Male,46.0,2010-07-25,1,Saloon,TOYOTA,CarSafe,0
9218,ID_RH0GHQ2,2010-02-22,2011-01-16,Female,67.0,2010-02-22,2,Saloon,TOYOTA,Car Classic,0
9219,ID_RH6MW13,2010-05-16,2011-05-06,Male,28.0,2010-05-16,1,Saloon,TOYOTA,Car Classic,0
9221,ID_RH86RPS,2010-04-04,2011-04-03,Female,40.0,2010-04-04,1,JEEP,Honda,Car Classic,1
9222,ID_RHF57P5,2010-02-04,2011-02-02,Male,57.0,2010-02-04,1,JEEP,Ford,Car Classic,0
9223,ID_RHLKPUW,2010-06-28,2011-06-27,Female,46.0,2010-06-28,1,JEEP,TOYOTA,Customized Motor,0
9224,ID_RHLLDP7,2010-05-08,2011-05-07,Joint Gender,42.0,2010-05-08,1,Saloon,TOYOTA,Car Classic,0
9227,ID_RHUB6GI,2010-04-15,2011-04-14,Female,41.0,2010-04-15,1,Saloon,Mercedes,Car Classic,0
9228,ID_RI1Q9AH,2010-01-22,2010-12-31,Female,52.0,2010-01-22,2,JEEP,Lexus,Car Classic,0
9229,ID_RI47D6V,2010-12-30,2011-12-29,Male,78.0,2010-12-30,1,JEEP,Mercedes,Car Classic,0
9231,ID_RICKIBC,2010-06-14,2011-06-12,Female,30.0,2010-06-14,1,Saloon,TOYOTA,Car Plus,0
9232,ID_RIDXUK1,2010-02-05,2011-02-04,Male,44.0,2010-02-05,1,Saloon,TOYOTA,CarSafe,0
9234,ID_RIHWUMP,2010-01-31,2011-01-30,Male,43.0,2010-01-31,3,Saloon,Honda,Customized Motor,0
9236,ID_RIQZ3GV,2010-05-21,2011-05-20,Male,55.0,2010-05-21,3,JEEP,TOYOTA,Customized Motor,0
9237,ID_RIUOQFE,2010-10-10,2011-09-18,Male,44.0,2010-10-10,1,Saloon,TOYOTA,Car Classic,0
9241,ID_RJME17F,2010-03-06,2011-03-05,Male,41.0,2010-03-06,1,Saloon,TOYOTA,CarSafe,0
9243,ID_RJQFKUC,2010-03-20,2011-03-19,Female,45.0,2010-03-20,3,Saloon,TOYOTA,Car Classic,1
9244,ID_RJRRSB1,2010-07-04,2011-05-17,Male,30.0,2010-07-04,1,Saloon,TOYOTA,Car Classic,1
9245,ID_RJT5GE0,2010-11-28,2011-11-27,Male,35.0,2010-11-28,1,Saloon,TOYOTA,Car Classic,1
9246,ID_RJVUG4C,2010-01-16,2011-01-15,Female,40.0,2010-01-16,1,Saloon,Honda,CarSafe,0
9248,ID_RK6X48D,2010-07-18,2011-07-17,Female,52.0,2010-07-18,2,Saloon,Mercedes,Car Classic,0
9249,ID_RKQUHEV,2010-09-14,2011-09-12,Male,61.0,2010-09-14,1,Saloon,TOYOTA,Car Classic,1
9252,ID_RLJYW5E,2010-07-18,2011-07-17,Male,55.0,2010-07-18,1,Saloon,Honda,CarSafe,0
9254,ID_RLNGV20,2010-10-28,2011-01-26,Male,54.0,2010-10-28,1,JEEP,Honda,Car Classic,0
9255,ID_RLSMVVP,2010-05-30,2011-05-29,Male,55.0,2010-05-30,1,Saloon,TOYOTA,CarSafe,0
9258,ID_RM9HWA8,2010-06-26,2011-06-25,Male,46.0,2010-06-26,1,Saloon,Subaru,CarSafe,0
9261,ID_RMKVCQF,2010-05-25,2011-05-24,Male,72.0,2010-05-25,1,Saloon,Mercedes,Car Classic,1
9262,ID_RMPK8FM,2010-07-15,2011-07-14,Female,32.0,2010-07-15,1,Saloon,TOYOTA,Car Classic,0
9264,ID_RMUJBHY,2010-01-29,2011-01-24,Female,31.0,2010-01-29,1,Saloon,TOYOTA,Car Classic,1
9266,ID_RMZZMV9,2010-05-03,2011-05-02,Male,34.0,2010-05-03,1,Saloon,TOYOTA,Car Classic,0
9268,ID_RN59S3Q,2010-07-29,2011-07-28,Male,37.0,2010-07-29,1,Saloon,Hyundai,Car Classic,0
9270,ID_RNFGPWQ,2010-10-08,2011-10-07,Male,34.0,2010-10-08,1,Saloon,TOYOTA,Car Classic,0
9271,ID_RNGVQU2,2010-07-25,2011-07-24,Female,38.0,2010-07-25,1,Saloon,TOYOTA,Car Classic,0
9272,ID_RNJQ0CI,2010-08-03,2011-08-02,Male,50.0,2010-08-03,1,Saloon,Kia,CarSafe,0
9273,ID_RNMSIHA,2010-01-30,2011-01-29,Male,61.0,2010-01-30,1,JEEP,Ford,Car Classic,0
9274,ID_RNPM4J8,2010-06-19,2011-06-18,Female,60.0,2010-06-19,1,Saloon,Nissan,Car Classic,0
9277,ID_RNT8UN4,2010-07-24,2011-07-23,Male,50.0,2010-07-24,1,Saloon,Honda,CarSafe,0
9279,ID_RO0GDMN,2010-04-26,2011-01-21,Male,50.0,2010-04-26,1,JEEP,TOYOTA,Car Classic,1
9280,ID_RO2Z0R7,2010-05-13,2011-05-04,Female,37.0,2010-05-13,1,Saloon,Peugeot,Car Classic,1
